name,country,date,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,et0_fao_evapotranspiration
Shakardara,Afghanistan,2019-01-01,2.0,-4.4,12.6,76,0.47
Shakardara,Afghanistan,2019-01-02,5.3,-4.9,0.0,51,1.46
Shakardara,Afghanistan,2019-01-03,5.5,-3.4,0.2,56,1.25
Shakardara,Afghanistan,2019-01-04,0.2,-1.8,17.1,93,0.4
Shakardara,Afghanistan,2019-01-05,0.7,-10.8,0.3,72,1.18
Shakardara,Afghanistan,2019-01-06,1.2,-9.6,0.0,36,1.45
Shakardara,Afghanistan,2019-01-07,4.0,-7.5,0.1,52,1.29
Shakardara,Afghanistan,2019-01-08,2.9,-8.1,8.5,77,1.05
Shakardara,Afghanistan,2019-01-09,4.8,-7.3,0.0,45,1.61
Shakardara,Afghanistan,2019-01-10,-0.6,-5.2,9.1,81,0.59
Shakardara,Afghanistan,2019-01-11,-0.9,-5.6,19.5,84,0.49
Shakardara,Afghanistan,2019-01-12,-0.9,-10.6,4.7,56,1.28
Shakardara,Afghanistan,2019-01-13,-1.2,-12.5,0.0,19,1.54
Shakardara,Afghanistan,2019-01-14,2.1,-11.9,0.0,30,1.63
Shakardara,Afghanistan,2019-01-15,5.7,-6.7,0.0,50,1.65
Shakardara,Afghanistan,2019-01-16,5.0,-7.1,0.4,51,1.58
Shakardara,Afghanistan,2019-01-17,4.1,-7.9,0.0,26,1.86
Shakardara,Afghanistan,2019-01-18,1.2,-3.7,4.7,77,0.68
Shakardara,Afghanistan,2019-01-19,2.1,-1.2,26.8,87,0.58
Shakardara,Afghanistan,2019-01-20,0.9,-4.1,24.5,82,0.54
Shakardara,Afghanistan,2019-01-21,-1.2,-9.3,0.0,58,1.33
Shakardara,Afghanistan,2019-01-22,-2.3,-12.7,0.0,48,1.39
Shakardara,Afghanistan,2019-01-23,-3.5,-13.0,0.0,47,1.33
Shakardara,Afghanistan,2019-01-24,-3.2,-13.5,0.0,43,1.35
Shakardara,Afghanistan,2019-01-25,-3.1,-14.0,0.0,35,1.45
Shakardara,Afghanistan,2019-01-26,-3.3,-15.2,0.0,42,1.39
Shakardara,Afghanistan,2019-01-27,-1.0,-10.7,0.0,43,1.47
Shakardara,Afghanistan,2019-01-28,2.3,-8.9,0.0,33,1.72
Shakardara,Afghanistan,2019-01-29,3.5,-8.1,3.1,53,1.45
Shakardara,Afghanistan,2019-01-30,0.0,-2.4,13.2,81,0.64
Shakardara,Afghanistan,2019-01-31,0.5,-3.3,4.8,77,0.85
Shakardara,Afghanistan,2019-02-01,1.0,-5.2,0.6,77,1.31
Shakardara,Afghanistan,2019-02-02,1.3,-6.6,0.0,66,1.52
Shakardara,Afghanistan,2019-02-03,2.4,-6.7,0.1,61,1.61
Shakardara,Afghanistan,2019-02-04,1.0,-1.8,16.4,83,0.66
Shakardara,Afghanistan,2019-02-05,0.7,-3.4,18.7,91,0.76
Shakardara,Afghanistan,2019-02-06,-1.2,-7.5,0.3,73,1.28
Shakardara,Afghanistan,2019-02-07,-2.2,-8.5,0.0,48,1.49
Shakardara,Afghanistan,2019-02-08,-0.4,-6.0,0.0,28,1.68
Shakardara,Afghanistan,2019-02-09,3.2,-10.9,0.0,34,1.92
Shakardara,Afghanistan,2019-02-10,3.6,-8.1,0.0,45,1.74
Shakardara,Afghanistan,2019-02-11,3.0,-4.4,3.9,72,1.25
Shakardara,Afghanistan,2019-02-12,1.3,-0.3,22.3,88,0.63
Shakardara,Afghanistan,2019-02-13,1.4,-1.0,34.4,88,0.56
Shakardara,Afghanistan,2019-02-14,1.6,-2.8,6.2,86,1.2
Shakardara,Afghanistan,2019-02-15,0.9,-6.7,0.0,54,1.82
Shakardara,Afghanistan,2019-02-16,3.3,-4.7,0.5,46,2.08
Shakardara,Afghanistan,2019-02-17,0.3,-3.0,15.1,86,0.69
Shakardara,Afghanistan,2019-02-18,0.7,-5.0,14.1,66,1.66
Shakardara,Afghanistan,2019-02-19,1.3,-6.0,7.7,65,1.4
Shakardara,Afghanistan,2019-02-20,-0.2,-2.4,24.2,89,0.63
Shakardara,Afghanistan,2019-02-21,0.4,-4.0,5.8,74,1.2
Shakardara,Afghanistan,2019-02-22,1.9,-7.8,0.0,48,2.18
Shakardara,Afghanistan,2019-02-23,1.4,-7.1,0.0,45,2.14
Shakardara,Afghanistan,2019-02-24,0.6,-8.5,0.0,46,2.1
Shakardara,Afghanistan,2019-02-25,-0.1,-10.2,0.0,50,2.06
Shakardara,Afghanistan,2019-02-26,-0.6,-11.0,0.0,54,2.02
Shakardara,Afghanistan,2019-02-27,-1.1,-10.7,0.0,46,2.05
Shakardara,Afghanistan,2019-02-28,0.5,-9.1,4.2,56,1.52
Shakardara,Afghanistan,2019-03-01,0.2,-3.9,30.9,86,0.77
Shakardara,Afghanistan,2019-03-02,0.1,-1.8,23.0,84,0.88
Shakardara,Afghanistan,2019-03-03,1.6,-3.0,1.5,78,1.53
Shakardara,Afghanistan,2019-03-04,3.1,-4.7,0.0,57,2.26
Shakardara,Afghanistan,2019-03-05,4.5,-4.9,0.0,52,2.51
Shakardara,Afghanistan,2019-03-06,3.3,-4.8,0.0,59,2.39
Shakardara,Afghanistan,2019-03-07,2.8,-5.4,0.3,61,2.11
Shakardara,Afghanistan,2019-03-08,3.5,-4.1,0.0,54,2.42
Shakardara,Afghanistan,2019-03-09,4.0,-5.5,0.0,52,2.58
Shakardara,Afghanistan,2019-03-10,5.8,-5.0,3.9,55,2.52
Shakardara,Afghanistan,2019-03-11,0.4,-2.1,11.6,90,0.93
Shakardara,Afghanistan,2019-03-12,3.1,-3.6,0.1,76,1.96
Shakardara,Afghanistan,2019-03-13,4.1,-3.5,4.2,68,2.56
Shakardara,Afghanistan,2019-03-14,3.6,-3.4,0.3,65,2.29
Shakardara,Afghanistan,2019-03-15,5.2,-4.2,0.0,54,2.83
Shakardara,Afghanistan,2019-03-16,6.2,-3.4,0.0,56,2.75
Shakardara,Afghanistan,2019-03-17,7.7,-1.8,0.0,60,2.91
Shakardara,Afghanistan,2019-03-18,6.6,-0.3,28.7,75,1.13
Shakardara,Afghanistan,2019-03-19,1.6,-2.6,19.4,88,1.24
Shakardara,Afghanistan,2019-03-20,5.1,-2.9,2.2,69,2.65
Shakardara,Afghanistan,2019-03-21,6.2,-3.1,0.0,63,2.76
Shakardara,Afghanistan,2019-03-22,7.3,-2.8,2.3,62,2.84
Shakardara,Afghanistan,2019-03-23,5.4,-0.4,13.5,66,2.4
Shakardara,Afghanistan,2019-03-24,7.7,-2.2,5.1,53,3.19
Shakardara,Afghanistan,2019-03-25,9.5,-1.0,0.0,36,3.54
Shakardara,Afghanistan,2019-03-26,11.5,2.2,0.0,34,3.71
Shakardara,Afghanistan,2019-03-27,12.9,2.7,0.0,55,3.09
Shakardara,Afghanistan,2019-03-28,12.3,3.1,2.9,66,3.31
Shakardara,Afghanistan,2019-03-29,8.2,-0.1,10.7,85,1.91
Shakardara,Afghanistan,2019-03-30,9.9,0.8,0.0,51,3.33
Shakardara,Afghanistan,2019-03-31,12.8,0.9,0.0,42,3.82
Shakardara,Afghanistan,2019-04-01,13.9,4.5,0.0,36,4.07
Shakardara,Afghanistan,2019-04-02,15.6,5.8,0.0,43,3.97
Shakardara,Afghanistan,2019-04-03,16.7,5.6,0.0,43,4.12
Shakardara,Afghanistan,2019-04-04,16.5,4.7,1.1,51,3.56
Shakardara,Afghanistan,2019-04-05,16.8,4.8,0.0,50,4.22
Shakardara,Afghanistan,2019-04-06,17.3,2.4,0.0,41,4.39
Shakardara,Afghanistan,2019-04-07,15.6,2.3,0.0,40,3.99
Shakardara,Afghanistan,2019-04-08,16.4,3.1,0.6,49,4.32
Shakardara,Afghanistan,2019-04-09,11.7,3.0,22.2,77,1.59
Shakardara,Afghanistan,2019-04-10,16.2,5.8,3.6,61,3.83
Shakardara,Afghanistan,2019-04-11,12.3,5.0,3.2,78,2.2
Shakardara,Afghanistan,2019-04-12,15.5,5.3,15.5,74,3.54
Shakardara,Afghanistan,2019-04-13,12.2,7.0,13.0,84,1.79
Shakardara,Afghanistan,2019-04-14,14.9,6.7,4.9,74,2.92
Shakardara,Afghanistan,2019-04-15,11.4,7.2,38.9,85,1.12
Shakardara,Afghanistan,2019-04-16,9.6,6.1,12.7,82,1.48
Shakardara,Afghanistan,2019-04-17,13.5,5.4,3.6,71,2.96
Shakardara,Afghanistan,2019-04-18,15.1,5.4,1.2,66,3.29
Shakardara,Afghanistan,2019-04-19,20.5,7.9,0.0,50,4.63
Shakardara,Afghanistan,2019-04-20,20.6,7.6,1.9,52,4.69
Shakardara,Afghanistan,2019-04-21,20.4,7.7,1.6,55,4.67
Shakardara,Afghanistan,2019-04-22,20.8,8.3,0.0,51,4.85
Shakardara,Afghanistan,2019-04-23,17.3,8.9,5.1,66,3.0
Shakardara,Afghanistan,2019-04-24,13.4,8.1,26.1,84,2.05
Shakardara,Afghanistan,2019-04-25,15.6,5.8,8.1,78,3.59
Shakardara,Afghanistan,2019-04-26,15.2,6.2,11.7,72,3.48
Shakardara,Afghanistan,2019-04-27,15.9,5.6,2.1,65,3.8
Shakardara,Afghanistan,2019-04-28,18.4,6.2,0.1,54,4.55
Shakardara,Afghanistan,2019-04-29,17.0,7.8,1.5,60,2.81
Shakardara,Afghanistan,2019-04-30,15.3,4.5,3.2,66,3.67
Shakardara,Afghanistan,2019-05-01,17.8,4.8,0.5,51,4.48
Shakardara,Afghanistan,2019-05-02,16.8,4.7,0.3,57,4.22
Shakardara,Afghanistan,2019-05-03,18.0,4.1,0.0,48,4.71
Shakardara,Afghanistan,2019-05-04,20.5,6.5,0.0,43,5.07
Shakardara,Afghanistan,2019-05-05,21.2,7.3,0.0,38,5.23
Shakardara,Afghanistan,2019-05-06,22.0,7.8,0.0,37,5.02
Shakardara,Afghanistan,2019-05-07,22.9,8.4,0.0,38,5.55
Shakardara,Afghanistan,2019-05-08,22.1,9.4,0.0,43,4.81
Shakardara,Afghanistan,2019-05-09,21.1,9.8,1.0,52,4.42
Shakardara,Afghanistan,2019-05-10,22.2,9.4,0.2,48,4.76
Shakardara,Afghanistan,2019-05-11,21.8,10.3,0.3,50,4.77
Shakardara,Afghanistan,2019-05-12,21.9,10.0,0.0,43,5.31
Shakardara,Afghanistan,2019-05-13,22.4,9.5,0.1,43,5.26
Shakardara,Afghanistan,2019-05-14,22.3,9.4,0.0,43,5.36
Shakardara,Afghanistan,2019-05-15,21.0,9.2,3.7,60,4.46
Shakardara,Afghanistan,2019-05-16,18.0,8.9,7.8,76,3.54
Shakardara,Afghanistan,2019-05-17,15.8,8.3,10.3,76,3.19
Shakardara,Afghanistan,2019-05-18,18.6,7.4,6.4,58,4.58
Shakardara,Afghanistan,2019-05-19,18.2,8.9,2.6,62,4.03
Shakardara,Afghanistan,2019-05-20,21.0,9.0,0.0,55,4.83
Shakardara,Afghanistan,2019-05-21,22.4,10.5,0.1,51,4.77
Shakardara,Afghanistan,2019-05-22,20.9,10.8,3.0,65,3.96
Shakardara,Afghanistan,2019-05-23,14.7,9.1,16.1,86,2.15
Shakardara,Afghanistan,2019-05-24,16.3,7.6,4.2,76,3.37
Shakardara,Afghanistan,2019-05-25,19.3,7.6,0.3,58,4.71
Shakardara,Afghanistan,2019-05-26,21.4,7.6,0.0,48,5.24
Shakardara,Afghanistan,2019-05-27,22.5,8.0,0.0,44,5.43
Shakardara,Afghanistan,2019-05-28,24.3,9.9,0.0,42,5.73
Shakardara,Afghanistan,2019-05-29,24.9,11.8,0.1,46,5.55
Shakardara,Afghanistan,2019-05-30,23.9,12.2,0.0,47,5.17
Shakardara,Afghanistan,2019-05-31,24.1,12.7,0.0,49,5.05
Shakardara,Afghanistan,2019-06-01,24.2,12.6,0.1,49,5.02
Shakardara,Afghanistan,2019-06-02,24.3,12.4,0.7,46,5.16
Shakardara,Afghanistan,2019-06-03,23.2,11.0,0.2,47,5.06
Shakardara,Afghanistan,2019-06-04,22.1,10.7,0.6,50,4.68
Shakardara,Afghanistan,2019-06-05,20.1,10.1,2.9,54,3.84
Shakardara,Afghanistan,2019-06-06,24.2,10.5,0.0,45,5.41
Shakardara,Afghanistan,2019-06-07,24.6,11.3,0.1,48,5.19
Shakardara,Afghanistan,2019-06-08,25.6,11.8,0.0,46,5.77
Shakardara,Afghanistan,2019-06-09,26.3,11.5,0.0,38,6.0
Shakardara,Afghanistan,2019-06-10,25.7,11.5,0.0,41,5.92
Shakardara,Afghanistan,2019-06-11,22.7,7.6,0.9,38,5.66
Shakardara,Afghanistan,2019-06-12,22.8,7.2,0.0,34,5.89
Shakardara,Afghanistan,2019-06-13,24.7,12.4,0.0,26,5.93
Shakardara,Afghanistan,2019-06-14,24.8,12.2,0.0,38,5.58
Shakardara,Afghanistan,2019-06-15,25.6,12.2,0.2,36,5.64
Shakardara,Afghanistan,2019-06-16,27.1,11.6,0.0,29,6.6
Shakardara,Afghanistan,2019-06-17,26.4,12.4,0.0,28,6.53
Shakardara,Afghanistan,2019-06-18,25.9,12.1,0.0,29,6.51
Shakardara,Afghanistan,2019-06-19,26.5,12.5,0.6,31,6.2
Shakardara,Afghanistan,2019-06-20,24.6,13.3,0.0,36,5.48
Shakardara,Afghanistan,2019-06-21,25.8,14.3,0.1,43,5.48
Shakardara,Afghanistan,2019-06-22,26.4,14.2,0.0,39,5.63
Shakardara,Afghanistan,2019-06-23,27.4,14.3,0.0,30,6.5
Shakardara,Afghanistan,2019-06-24,27.0,13.5,0.0,27,6.77
Shakardara,Afghanistan,2019-06-25,26.4,13.2,0.0,30,6.52
Shakardara,Afghanistan,2019-06-26,27.0,14.3,0.0,26,6.66
Shakardara,Afghanistan,2019-06-27,28.1,14.7,0.0,23,7.0
Shakardara,Afghanistan,2019-06-28,27.4,14.6,0.0,25,6.55
Shakardara,Afghanistan,2019-06-29,28.3,15.3,0.0,33,5.74
Shakardara,Afghanistan,2019-06-30,27.9,16.1,0.0,36,5.85
Shakardara,Afghanistan,2019-07-01,28.3,14.8,0.0,32,6.4
Shakardara,Afghanistan,2019-07-02,31.7,16.4,0.0,27,7.17
Shakardara,Afghanistan,2019-07-03,30.9,16.0,0.0,28,6.73
Shakardara,Afghanistan,2019-07-04,30.7,16.5,0.0,27,6.57
Shakardara,Afghanistan,2019-07-05,29.8,16.3,0.0,30,6.99
Shakardara,Afghanistan,2019-07-06,29.9,15.6,0.0,27,6.96
Shakardara,Afghanistan,2019-07-07,30.2,16.0,0.0,23,6.82
Shakardara,Afghanistan,2019-07-08,32.5,16.3,0.0,23,7.15
Shakardara,Afghanistan,2019-07-09,31.7,17.6,0.0,24,7.28
Shakardara,Afghanistan,2019-07-10,31.3,16.9,0.0,27,7.1
Shakardara,Afghanistan,2019-07-11,32.5,17.0,0.0,24,7.26
Shakardara,Afghanistan,2019-07-12,31.9,16.5,0.0,36,6.79
Shakardara,Afghanistan,2019-07-13,33.2,17.6,0.0,32,6.77
Shakardara,Afghanistan,2019-07-14,33.4,17.1,0.0,22,7.48
Shakardara,Afghanistan,2019-07-15,33.0,18.1,0.0,21,7.69
Shakardara,Afghanistan,2019-07-16,32.1,17.5,0.0,39,6.81
Shakardara,Afghanistan,2019-07-17,31.9,17.5,0.0,48,6.48
Shakardara,Afghanistan,2019-07-18,33.6,17.9,0.0,45,6.75
Shakardara,Afghanistan,2019-07-19,31.2,16.8,0.0,54,6.23
Shakardara,Afghanistan,2019-07-20,31.3,18.2,0.0,51,6.05
Shakardara,Afghanistan,2019-07-21,33.7,18.7,0.0,30,7.21
Shakardara,Afghanistan,2019-07-22,33.6,18.7,0.0,26,7.43
Shakardara,Afghanistan,2019-07-23,32.0,19.5,0.0,34,6.1
Shakardara,Afghanistan,2019-07-24,33.2,19.1,0.0,30,6.86
Shakardara,Afghanistan,2019-07-25,33.3,18.7,0.1,55,6.32
Shakardara,Afghanistan,2019-07-26,29.8,18.4,0.8,65,5.28
Shakardara,Afghanistan,2019-07-27,30.2,17.3,0.0,62,5.65
Shakardara,Afghanistan,2019-07-28,29.8,17.4,0.7,67,4.94
Shakardara,Afghanistan,2019-07-29,30.7,19.0,0.0,58,5.17
Shakardara,Afghanistan,2019-07-30,32.8,18.7,0.0,42,6.04
Shakardara,Afghanistan,2019-07-31,33.7,18.7,0.0,33,6.84
Shakardara,Afghanistan,2019-08-01,33.8,18.0,0.0,44,6.58
Shakardara,Afghanistan,2019-08-02,32.1,17.4,0.0,33,6.78
Shakardara,Afghanistan,2019-08-03,30.9,17.4,0.0,22,6.97
Shakardara,Afghanistan,2019-08-04,33.5,18.8,0.0,23,7.28
Shakardara,Afghanistan,2019-08-05,34.5,17.6,0.0,20,7.34
Shakardara,Afghanistan,2019-08-06,35.6,19.3,0.0,18,7.63
Shakardara,Afghanistan,2019-08-07,33.2,18.1,0.0,27,6.78
Shakardara,Afghanistan,2019-08-08,33.3,17.7,0.0,33,6.49
Shakardara,Afghanistan,2019-08-09,32.8,18.5,0.0,27,6.89
Shakardara,Afghanistan,2019-08-10,30.1,17.3,0.0,54,5.64
Shakardara,Afghanistan,2019-08-11,30.0,17.9,0.0,61,4.97
Shakardara,Afghanistan,2019-08-12,31.7,17.7,0.0,37,6.38
Shakardara,Afghanistan,2019-08-13,30.6,17.6,0.0,21,6.24
Shakardara,Afghanistan,2019-08-14,31.2,17.9,0.6,46,5.79
Shakardara,Afghanistan,2019-08-15,29.0,17.0,0.0,49,5.48
Shakardara,Afghanistan,2019-08-16,27.7,14.5,0.7,47,4.97
Shakardara,Afghanistan,2019-08-17,27.8,13.7,0.0,42,5.62
Shakardara,Afghanistan,2019-08-18,26.7,13.5,0.0,31,5.54
Shakardara,Afghanistan,2019-08-19,26.0,13.3,0.0,39,5.55
Shakardara,Afghanistan,2019-08-20,27.7,12.7,0.0,25,5.88
Shakardara,Afghanistan,2019-08-21,28.2,12.9,0.0,22,5.93
Shakardara,Afghanistan,2019-08-22,29.0,14.5,0.0,35,5.55
Shakardara,Afghanistan,2019-08-23,27.5,15.4,0.0,35,4.88
Shakardara,Afghanistan,2019-08-24,28.8,15.7,0.0,29,5.58
Shakardara,Afghanistan,2019-08-25,27.7,16.1,0.0,37,5.1
Shakardara,Afghanistan,2019-08-26,27.6,15.7,0.0,44,4.82
Shakardara,Afghanistan,2019-08-27,27.7,15.1,0.0,36,4.75
Shakardara,Afghanistan,2019-08-28,28.8,15.3,0.0,31,5.13
Shakardara,Afghanistan,2019-08-29,29.6,16.5,0.0,27,5.23
Shakardara,Afghanistan,2019-08-30,29.3,16.8,0.0,26,5.25
Shakardara,Afghanistan,2019-08-31,29.5,17.2,0.0,25,5.2
Shakardara,Afghanistan,2019-09-01,28.4,18.1,0.0,38,4.82
Shakardara,Afghanistan,2019-09-02,27.2,16.5,2.1,54,4.3
Shakardara,Afghanistan,2019-09-03,28.7,15.7,0.1,48,4.96
Shakardara,Afghanistan,2019-09-04,29.3,16.6,0.0,33,5.29
Shakardara,Afghanistan,2019-09-05,29.1,15.4,0.0,28,5.43
Shakardara,Afghanistan,2019-09-06,28.0,14.0,0.0,27,5.78
Shakardara,Afghanistan,2019-09-07,26.9,14.5,0.0,37,4.92
Shakardara,Afghanistan,2019-09-08,26.2,14.5,0.1,44,4.76
Shakardara,Afghanistan,2019-09-09,28.7,14.6,0.0,24,5.68
Shakardara,Afghanistan,2019-09-10,27.6,14.2,0.0,25,5.69
Shakardara,Afghanistan,2019-09-11,27.2,13.5,0.0,24,5.55
Shakardara,Afghanistan,2019-09-12,27.4,14.6,0.0,20,5.39
Shakardara,Afghanistan,2019-09-13,26.8,14.1,0.0,24,5.06
Shakardara,Afghanistan,2019-09-14,27.0,13.0,0.0,21,5.54
Shakardara,Afghanistan,2019-09-15,26.4,12.1,0.0,23,5.37
Shakardara,Afghanistan,2019-09-16,26.7,11.2,0.0,19,5.47
Shakardara,Afghanistan,2019-09-17,27.0,12.8,0.0,15,5.23
Shakardara,Afghanistan,2019-09-18,28.0,11.5,0.0,12,5.19
Shakardara,Afghanistan,2019-09-19,28.1,12.5,0.0,15,5.45
Shakardara,Afghanistan,2019-09-20,26.5,11.8,0.0,19,5.1
Shakardara,Afghanistan,2019-09-21,26.2,11.2,0.0,21,4.81
Shakardara,Afghanistan,2019-09-22,25.9,14.8,0.0,28,4.6
Shakardara,Afghanistan,2019-09-23,27.5,12.1,0.0,20,4.82
Shakardara,Afghanistan,2019-09-24,27.0,16.0,0.0,29,4.38
Shakardara,Afghanistan,2019-09-25,27.0,16.7,0.3,47,4.19
Shakardara,Afghanistan,2019-09-26,26.8,15.6,0.0,37,4.34
Shakardara,Afghanistan,2019-09-27,27.6,15.2,0.0,26,5.2
Shakardara,Afghanistan,2019-09-28,27.5,13.0,0.0,27,4.9
Shakardara,Afghanistan,2019-09-29,24.0,14.0,1.3,53,3.84
Shakardara,Afghanistan,2019-09-30,22.0,10.8,11.9,55,3.37
Shakardara,Afghanistan,2019-10-01,22.5,11.8,0.2,47,3.72
Shakardara,Afghanistan,2019-10-02,21.4,10.7,4.4,57,3.42
Shakardara,Afghanistan,2019-10-03,16.8,8.2,18.8,78,2.24
Shakardara,Afghanistan,2019-10-04,12.2,8.0,32.9,83,1.62
Shakardara,Afghanistan,2019-10-05,12.0,7.7,16.4,85,1.68
Shakardara,Afghanistan,2019-10-06,12.1,7.5,16.2,87,1.74
Shakardara,Afghanistan,2019-10-07,15.2,6.5,4.4,71,2.39
Shakardara,Afghanistan,2019-10-08,20.3,6.8,0.8,49,3.52
Shakardara,Afghanistan,2019-10-09,18.8,8.0,0.0,49,3.39
Shakardara,Afghanistan,2019-10-10,18.7,7.2,0.0,46,3.42
Shakardara,Afghanistan,2019-10-11,18.8,7.2,0.0,49,3.34
Shakardara,Afghanistan,2019-10-12,19.5,6.7,0.0,48,3.36
Shakardara,Afghanistan,2019-10-13,21.1,6.5,0.0,45,3.59
Shakardara,Afghanistan,2019-10-14,19.8,7.2,0.0,36,3.55
Shakardara,Afghanistan,2019-10-15,20.5,5.4,0.0,39,3.58
Shakardara,Afghanistan,2019-10-16,19.8,7.4,0.0,42,3.4
Shakardara,Afghanistan,2019-10-17,17.9,6.3,3.7,59,2.75
Shakardara,Afghanistan,2019-10-18,12.8,5.6,0.7,68,1.95
Shakardara,Afghanistan,2019-10-19,14.8,4.7,2.9,65,2.39
Shakardara,Afghanistan,2019-10-20,16.5,4.5,0.5,55,2.59
Shakardara,Afghanistan,2019-10-21,15.7,5.2,0.3,53,2.79
Shakardara,Afghanistan,2019-10-22,14.3,3.8,1.6,61,1.92
Shakardara,Afghanistan,2019-10-23,15.3,3.3,0.0,51,2.74
Shakardara,Afghanistan,2019-10-24,15.4,4.2,0.0,43,2.85
Shakardara,Afghanistan,2019-10-25,15.3,4.9,0.1,52,2.62
Shakardara,Afghanistan,2019-10-26,14.9,4.9,2.6,55,2.4
Shakardara,Afghanistan,2019-10-27,14.8,6.3,0.4,68,1.85
Shakardara,Afghanistan,2019-10-28,16.9,6.1,0.1,56,2.39
Shakardara,Afghanistan,2019-10-29,16.3,7.3,0.8,66,2.21
Shakardara,Afghanistan,2019-10-30,15.1,5.0,1.2,68,2.15
Shakardara,Afghanistan,2019-10-31,14.6,5.5,8.1,76,1.79
Shakardara,Afghanistan,2019-11-01,11.7,6.4,7.6,86,1.44
Shakardara,Afghanistan,2019-11-02,12.4,4.7,6.3,70,1.83
Shakardara,Afghanistan,2019-11-03,13.5,4.5,4.3,66,2.09
Shakardara,Afghanistan,2019-11-04,14.5,3.9,5.9,57,2.26
Shakardara,Afghanistan,2019-11-05,12.4,2.9,9.3,74,1.57
Shakardara,Afghanistan,2019-11-06,10.7,-1.2,0.2,56,1.91
Shakardara,Afghanistan,2019-11-07,9.2,-0.8,0.2,50,1.91
Shakardara,Afghanistan,2019-11-08,9.6,-1.5,0.0,47,2.12
Shakardara,Afghanistan,2019-11-09,12.1,-0.9,0.0,39,2.37
Shakardara,Afghanistan,2019-11-10,12.9,-0.7,0.0,40,2.36
Shakardara,Afghanistan,2019-11-11,12.3,0.1,0.0,40,2.38
Shakardara,Afghanistan,2019-11-12,11.5,2.7,2.6,51,1.71
Shakardara,Afghanistan,2019-11-13,11.3,1.4,2.5,66,1.85
Shakardara,Afghanistan,2019-11-14,11.0,1.8,1.9,68,1.73
Shakardara,Afghanistan,2019-11-15,5.7,3.2,7.0,87,0.58
Shakardara,Afghanistan,2019-11-16,9.7,3.2,0.9,71,1.36
Shakardara,Afghanistan,2019-11-17,10.8,-0.7,0.0,50,1.69
Shakardara,Afghanistan,2019-11-18,11.6,-0.5,0.0,37,2.04
Shakardara,Afghanistan,2019-11-19,12.3,-0.3,0.0,41,1.92
Shakardara,Afghanistan,2019-11-20,11.4,2.8,10.0,59,1.44
Shakardara,Afghanistan,2019-11-21,4.0,2.2,27.9,90,0.39
Shakardara,Afghanistan,2019-11-22,3.5,1.5,10.7,95,0.5
Shakardara,Afghanistan,2019-11-23,6.8,-0.4,0.0,66,1.38
Shakardara,Afghanistan,2019-11-24,7.3,-2.1,0.0,56,1.53
Shakardara,Afghanistan,2019-11-25,6.2,-2.3,0.0,44,1.51
Shakardara,Afghanistan,2019-11-26,5.7,-2.2,0.3,54,1.27
Shakardara,Afghanistan,2019-11-27,5.1,-3.3,1.5,49,1.32
Shakardara,Afghanistan,2019-11-28,4.6,-4.0,0.0,34,1.58
Shakardara,Afghanistan,2019-11-29,4.6,-4.9,0.0,37,1.58
Shakardara,Afghanistan,2019-11-30,5.9,-3.5,0.0,43,1.61
Shakardara,Afghanistan,2019-12-01,6.5,-3.2,0.0,52,1.52
Shakardara,Afghanistan,2019-12-02,7.6,-2.3,0.0,42,1.7
Shakardara,Afghanistan,2019-12-03,8.8,-1.5,0.0,42,1.84
Shakardara,Afghanistan,2019-12-04,10.1,0.1,0.0,39,1.94
Shakardara,Afghanistan,2019-12-05,9.7,0.5,0.0,43,1.84
Shakardara,Afghanistan,2019-12-06,9.2,-1.5,0.0,43,1.74
Shakardara,Afghanistan,2019-12-07,9.2,-2.1,0.0,39,1.8
Shakardara,Afghanistan,2019-12-08,9.8,-1.4,0.0,34,1.91
Shakardara,Afghanistan,2019-12-09,9.5,0.2,0.0,48,1.38
Shakardara,Afghanistan,2019-12-10,8.2,-0.3,6.1,71,1.23
Shakardara,Afghanistan,2019-12-11,6.8,-1.4,0.5,61,1.36
Shakardara,Afghanistan,2019-12-12,4.0,-2.6,0.0,61,1.03
Shakardara,Afghanistan,2019-12-13,5.5,-3.4,0.4,53,1.34
Shakardara,Afghanistan,2019-12-14,4.0,-4.8,0.0,38,1.31
Shakardara,Afghanistan,2019-12-15,4.3,-4.5,0.0,32,1.47
Shakardara,Afghanistan,2019-12-16,5.2,-5.5,0.0,29,1.53
Shakardara,Afghanistan,2019-12-17,7.6,-4.2,0.0,32,1.61
Shakardara,Afghanistan,2019-12-18,10.6,0.0,0.0,50,1.43
Shakardara,Afghanistan,2019-12-19,8.7,-2.1,3.7,65,1.35
Shakardara,Afghanistan,2019-12-20,5.7,-3.1,0.0,49,1.39
Shakardara,Afghanistan,2019-12-21,6.4,-3.8,0.0,40,1.48
Shakardara,Afghanistan,2019-12-22,5.9,-3.9,0.0,39,1.5
Shakardara,Afghanistan,2019-12-23,6.3,-3.0,0.0,39,1.54
Shakardara,Afghanistan,2019-12-24,7.0,-2.4,0.0,41,1.6
Shakardara,Afghanistan,2019-12-25,6.5,-3.3,0.0,36,1.57
Shakardara,Afghanistan,2019-12-26,9.4,-2.0,0.0,27,1.88
Shakardara,Afghanistan,2019-12-27,9.5,-1.9,0.0,29,1.95
Shakardara,Afghanistan,2019-12-28,8.6,-2.1,0.0,35,1.82
Shakardara,Afghanistan,2019-12-29,8.1,-1.9,0.0,39,1.72
