name,country,date,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,et0_fao_evapotranspiration
Veendam,Netherlands,2023-05-28,18.3,8.9,0.0,76,4.0
Veendam,Netherlands,2023-05-29,14.0,8.5,0.0,70,3.53
Veendam,Netherlands,2023-05-30,14.3,9.8,0.8,77,2.13
Veendam,Netherlands,2023-05-31,18.1,8.8,0.0,81,3.87
Veendam,Netherlands,2023-06-01,13.3,10.3,0.2,77,2.24
Veendam,Netherlands,2023-06-02,18.2,9.0,0.1,67,3.81
Veendam,Netherlands,2023-06-03,19.2,8.2,0.0,57,4.93
Veendam,Netherlands,2023-06-04,18.3,9.0,0.0,77,4.16
Veendam,Netherlands,2023-06-05,17.7,8.4,0.0,79,4.08
Veendam,Netherlands,2023-06-06,17.5,9.5,0.0,81,3.9
Veendam,Netherlands,2023-06-07,18.1,8.6,0.0,81,4.03
Veendam,Netherlands,2023-06-08,19.2,10.1,0.0,77,4.18
Veendam,Netherlands,2023-06-09,26.0,10.7,0.0,65,5.63
Veendam,Netherlands,2023-06-10,24.7,12.9,0.0,67,5.44
Veendam,Netherlands,2023-06-11,28.2,17.1,0.0,56,6.17
Veendam,Netherlands,2023-06-12,27.3,15.0,0.0,53,6.18
Veendam,Netherlands,2023-06-13,24.3,15.0,0.0,45,6.61
Veendam,Netherlands,2023-06-14,23.7,13.5,0.0,57,5.38
Veendam,Netherlands,2023-06-15,24.5,13.4,0.0,59,5.25
Veendam,Netherlands,2023-06-16,23.0,13.0,0.0,68,5.22
Veendam,Netherlands,2023-06-17,24.1,13.0,0.0,78,4.86
Veendam,Netherlands,2023-06-18,26.7,13.4,1.9,68,4.14
Veendam,Netherlands,2023-06-19,23.9,16.7,1.5,68,4.56
Veendam,Netherlands,2023-06-20,26.4,15.5,1.4,75,4.84
Veendam,Netherlands,2023-06-21,24.8,15.2,0.0,76,4.88
Veendam,Netherlands,2023-06-22,25.1,14.1,11.7,80,3.88
Veendam,Netherlands,2023-06-23,23.2,14.7,4.8,74,4.79
Veendam,Netherlands,2023-06-24,25.9,13.4,1.1,74,4.57
Veendam,Netherlands,2023-06-25,29.4,15.6,0.0,66,5.8
Veendam,Netherlands,2023-06-26,21.9,15.0,1.0,67,4.69
Veendam,Netherlands,2023-06-27,20.3,13.1,0.7,71,3.83
Veendam,Netherlands,2023-06-28,19.7,13.0,1.0,84,1.65
Veendam,Netherlands,2023-06-29,23.2,14.4,5.6,85,2.23
Veendam,Netherlands,2023-06-30,21.4,12.9,0.4,65,4.48
Veendam,Netherlands,2023-07-01,20.0,15.4,7.2,79,2.32
Veendam,Netherlands,2023-07-02,19.0,14.5,0.1,62,4.52
Veendam,Netherlands,2023-07-03,18.9,13.8,3.8,65,4.09
Veendam,Netherlands,2023-07-04,19.5,11.9,2.0,67,4.36
Veendam,Netherlands,2023-07-05,17.0,13.0,10.9,80,2.48
Veendam,Netherlands,2023-07-06,21.1,11.7,2.6,73,3.94
Veendam,Netherlands,2023-07-07,25.2,12.4,0.0,62,5.62
Veendam,Netherlands,2023-07-08,30.4,15.6,0.0,59,6.11
Veendam,Netherlands,2023-07-09,30.6,18.0,5.6,71,4.73
Veendam,Netherlands,2023-07-10,23.5,16.7,1.0,70,4.7
Veendam,Netherlands,2023-07-11,27.4,16.9,3.0,66,5.01
Veendam,Netherlands,2023-07-12,21.0,16.0,2.7,75,3.94
Veendam,Netherlands,2023-07-13,20.4,14.1,8.8,78,3.7
Veendam,Netherlands,2023-07-14,22.8,12.9,1.6,70,4.26
Veendam,Netherlands,2023-07-15,26.1,17.4,4.9,67,4.85
Veendam,Netherlands,2023-07-16,22.2,16.6,1.5,62,4.92
Veendam,Netherlands,2023-07-17,20.5,14.3,3.5,72,3.94
Veendam,Netherlands,2023-07-18,21.8,13.6,1.5,80,3.49
Veendam,Netherlands,2023-07-19,20.6,13.7,1.2,77,3.67
Veendam,Netherlands,2023-07-20,19.3,12.7,1.5,71,3.45
Veendam,Netherlands,2023-07-21,21.2,11.5,2.7,79,2.72
Veendam,Netherlands,2023-07-22,17.4,11.3,7.9,85,1.6
Veendam,Netherlands,2023-07-23,21.4,14.5,9.6,81,2.35
Veendam,Netherlands,2023-07-24,21.2,12.9,4.9,82,3.15
Veendam,Netherlands,2023-07-25,18.1,12.5,0.3,72,3.66
Veendam,Netherlands,2023-07-26,18.9,11.0,1.3,76,3.22
Veendam,Netherlands,2023-07-27,18.2,13.4,15.8,89,1.05
Veendam,Netherlands,2023-07-28,23.4,16.5,10.0,85,3.13
Veendam,Netherlands,2023-07-29,22.0,15.7,7.3,81,3.22
Veendam,Netherlands,2023-07-30,19.8,15.0,1.8,76,3.44
Veendam,Netherlands,2023-07-31,19.9,15.3,17.4,91,1.48
Veendam,Netherlands,2023-08-01,18.7,14.8,3.7,83,2.77
Veendam,Netherlands,2023-08-02,19.3,14.0,7.5,87,1.78
Veendam,Netherlands,2023-08-03,19.9,14.2,6.6,84,2.79
Veendam,Netherlands,2023-08-04,19.7,13.1,1.3,82,2.72
Veendam,Netherlands,2023-08-05,19.6,10.7,4.7,86,2.39
Veendam,Netherlands,2023-08-06,20.0,12.5,3.2,84,2.95
Veendam,Netherlands,2023-08-07,16.8,13.4,5.5,77,2.95
Veendam,Netherlands,2023-08-08,18.0,13.2,0.9,69,3.66
Veendam,Netherlands,2023-08-09,19.2,11.3,0.3,74,3.37
Veendam,Netherlands,2023-08-10,19.7,10.8,0.0,81,1.98
Veendam,Netherlands,2023-08-11,26.8,15.1,0.7,75,4.04
Veendam,Netherlands,2023-08-12,21.9,16.5,13.4,84,2.19
Veendam,Netherlands,2023-08-13,22.4,15.4,0.3,75,3.42
Veendam,Netherlands,2023-08-14,24.9,14.2,0.0,75,3.46
Veendam,Netherlands,2023-08-15,23.0,13.7,2.7,81,3.13
Veendam,Netherlands,2023-08-16,22.4,12.1,0.0,83,3.58
Veendam,Netherlands,2023-08-17,20.5,15.3,0.3,79,2.59
Veendam,Netherlands,2023-08-18,24.8,14.7,0.3,86,2.38
Veendam,Netherlands,2023-08-19,27.1,16.3,5.4,86,2.43
Veendam,Netherlands,2023-08-20,24.2,14.7,0.0,80,3.74
Veendam,Netherlands,2023-08-21,24.8,13.0,0.0,81,3.58
Veendam,Netherlands,2023-08-22,24.2,14.5,0.2,80,3.71
Veendam,Netherlands,2023-08-23,23.8,13.4,0.5,83,3.02
Veendam,Netherlands,2023-08-24,24.2,13.4,3.4,88,2.07
Veendam,Netherlands,2023-08-25,21.2,17.0,19.2,91,1.68
Veendam,Netherlands,2023-08-26,19.6,13.5,4.1,86,2.41
Veendam,Netherlands,2023-08-27,18.8,12.6,5.8,82,2.51
Veendam,Netherlands,2023-08-28,19.6,12.1,0.8,80,2.74
Veendam,Netherlands,2023-08-29,18.8,10.6,1.8,84,2.21
Veendam,Netherlands,2023-08-30,17.1,11.1,9.4,86,1.7
Veendam,Netherlands,2023-08-31,17.5,10.4,6.6,83,2.32
Veendam,Netherlands,2023-09-01,19.9,8.9,0.0,79,2.54
Veendam,Netherlands,2023-09-02,20.6,11.8,0.1,82,2.52
Veendam,Netherlands,2023-09-03,21.4,10.3,0.0,83,2.67
Veendam,Netherlands,2023-09-04,23.8,10.6,0.0,78,3.29
Veendam,Netherlands,2023-09-05,27.9,13.1,0.0,77,3.6
Veendam,Netherlands,2023-09-06,28.5,15.2,0.0,76,3.74
Veendam,Netherlands,2023-09-07,27.8,16.2,0.0,69,4.15
Veendam,Netherlands,2023-09-08,28.6,15.7,0.0,72,3.69
Veendam,Netherlands,2023-09-09,27.4,15.6,0.0,81,3.28
Veendam,Netherlands,2023-09-10,26.8,14.2,0.0,83,3.06
Veendam,Netherlands,2023-09-11,28.1,18.6,0.5,78,3.42
Veendam,Netherlands,2023-09-12,23.5,16.5,2.1,88,2.44
Veendam,Netherlands,2023-09-13,17.8,11.1,11.4,81,1.75
Veendam,Netherlands,2023-09-14,18.9,10.2,0.0,71,2.45
Veendam,Netherlands,2023-09-15,20.5,8.7,0.0,78,2.57
Veendam,Netherlands,2023-09-16,23.2,10.7,0.0,81,2.6
Veendam,Netherlands,2023-09-17,22.1,13.4,8.0,89,1.73
Veendam,Netherlands,2023-09-18,21.7,15.5,7.6,84,2.02
Veendam,Netherlands,2023-09-19,18.6,13.4,1.4,74,2.46
Veendam,Netherlands,2023-09-20,21.2,16.5,0.2,73,2.82
Veendam,Netherlands,2023-09-21,19.1,13.9,14.0,82,1.52
Veendam,Netherlands,2023-09-22,17.6,12.5,6.3,85,1.82
Veendam,Netherlands,2023-09-23,17.2,10.8,3.3,89,1.41
Veendam,Netherlands,2023-09-24,18.7,10.2,0.0,76,2.49
Veendam,Netherlands,2023-09-25,20.4,12.3,0.0,69,2.63
Veendam,Netherlands,2023-09-26,20.8,11.7,0.0,79,1.8
Veendam,Netherlands,2023-09-27,21.7,12.7,0.0,82,1.91
Veendam,Netherlands,2023-09-28,20.2,15.6,0.0,76,2.21
Veendam,Netherlands,2023-09-29,21.7,13.3,1.7,82,1.72
Veendam,Netherlands,2023-09-30,18.6,12.1,0.2,80,1.91
Veendam,Netherlands,2023-10-01,20.7,12.8,0.1,82,1.49
Veendam,Netherlands,2023-10-02,21.4,15.4,0.1,88,1.44
Veendam,Netherlands,2023-10-03,19.9,13.2,1.5,78,1.65
Veendam,Netherlands,2023-10-04,17.0,13.0,0.0,74,2.1
Veendam,Netherlands,2023-10-05,16.7,13.2,2.0,84,1.29
Veendam,Netherlands,2023-10-06,19.3,13.3,0.1,83,1.63
Veendam,Netherlands,2023-10-07,19.3,13.6,2.5,86,1.26
Veendam,Netherlands,2023-10-08,15.4,12.4,1.0,81,1.12
Veendam,Netherlands,2023-10-09,17.9,13.7,5.5,90,0.75
Veendam,Netherlands,2023-10-10,19.9,13.9,0.0,85,1.57
Veendam,Netherlands,2023-10-11,19.8,13.7,21.2,85,1.44
Veendam,Netherlands,2023-10-12,15.2,12.2,3.6,85,0.89
Veendam,Netherlands,2023-10-13,21.2,14.4,22.9,90,1.06
Veendam,Netherlands,2023-10-14,13.3,8.9,0.5,70,2.07
Veendam,Netherlands,2023-10-15,10.4,6.5,1.5,73,1.41
Veendam,Netherlands,2023-10-16,12.7,5.8,0.2,82,1.09
Veendam,Netherlands,2023-10-17,11.8,3.6,0.0,83,1.22
Veendam,Netherlands,2023-10-18,11.2,4.1,0.9,77,1.42
Veendam,Netherlands,2023-10-19,10.1,8.1,18.0,94,0.38
Veendam,Netherlands,2023-10-20,9.7,6.5,28.5,93,0.35
Veendam,Netherlands,2023-10-21,15.3,10.4,1.8,81,1.43
Veendam,Netherlands,2023-10-22,14.2,8.0,0.9,78,1.43
Veendam,Netherlands,2023-10-23,13.9,5.0,0.6,86,1.16
Veendam,Netherlands,2023-10-24,13.1,9.6,4.4,91,0.56
Veendam,Netherlands,2023-10-25,12.3,8.0,5.2,92,0.59
Veendam,Netherlands,2023-10-26,12.8,7.2,0.6,91,0.84
Veendam,Netherlands,2023-10-27,11.4,7.3,5.7,94,0.43
Veendam,Netherlands,2023-10-28,12.6,8.4,4.9,92,0.56
Veendam,Netherlands,2023-10-29,14.6,10.2,7.9,80,1.52
Veendam,Netherlands,2023-10-30,14.6,9.6,2.4,84,1.1
Veendam,Netherlands,2023-10-31,12.0,8.5,20.7,91,0.62
Veendam,Netherlands,2023-11-01,13.8,8.9,6.2,90,0.6
Veendam,Netherlands,2023-11-02,13.8,9.2,8.1,76,1.69
Veendam,Netherlands,2023-11-03,11.5,7.6,8.7,83,1.02
Veendam,Netherlands,2023-11-04,11.0,7.2,4.9,82,1.01
Veendam,Netherlands,2023-11-05,11.5,7.9,3.4,90,0.6
Veendam,Netherlands,2023-11-06,11.1,8.1,0.8,86,0.79
Veendam,Netherlands,2023-11-07,11.3,7.6,0.7,87,0.69
Veendam,Netherlands,2023-11-08,10.4,7.3,2.5,87,0.72
Veendam,Netherlands,2023-11-09,11.3,7.6,10.7,87,0.79
Veendam,Netherlands,2023-11-10,8.6,5.9,3.3,88,0.52
Veendam,Netherlands,2023-11-11,9.1,4.9,0.5,89,0.51
Veendam,Netherlands,2023-11-12,9.7,3.6,0.3,93,0.49
Veendam,Netherlands,2023-11-13,12.6,2.5,7.2,90,0.57
Veendam,Netherlands,2023-11-14,11.9,8.3,3.3,86,0.9
Veendam,Netherlands,2023-11-15,10.4,6.4,3.9,91,0.51
Veendam,Netherlands,2023-11-16,8.9,2.1,0.3,88,0.52
Veendam,Netherlands,2023-11-17,8.6,1.2,0.2,92,0.43
Veendam,Netherlands,2023-11-18,10.0,1.9,7.6,95,0.22
Veendam,Netherlands,2023-11-19,11.8,10.1,20.9,90,0.51
Veendam,Netherlands,2023-11-20,10.9,8.0,8.4,93,0.28
Veendam,Netherlands,2023-11-21,8.2,2.4,4.0,90,0.35
Veendam,Netherlands,2023-11-22,9.4,-0.4,1.1,89,0.44
Veendam,Netherlands,2023-11-23,12.8,7.9,0.8,82,1.05
Veendam,Netherlands,2023-11-24,7.7,4.1,3.2,71,1.23
Veendam,Netherlands,2023-11-25,7.9,2.0,2.5,81,0.6
Veendam,Netherlands,2023-11-26,7.0,1.1,3.5,92,0.28
Veendam,Netherlands,2023-11-27,4.9,1.6,11.4,95,0.16
Veendam,Netherlands,2023-11-28,2.0,-0.9,1.7,82,0.43
Veendam,Netherlands,2023-11-29,2.7,-3.8,1.1,88,0.36
Veendam,Netherlands,2023-11-30,0.7,-3.9,0.0,93,0.18
Veendam,Netherlands,2023-12-01,0.0,-5.0,0.1,89,0.24
Veendam,Netherlands,2023-12-02,2.4,-3.9,0.4,91,0.25
Veendam,Netherlands,2023-12-03,2.2,-3.0,0.4,89,0.31
Veendam,Netherlands,2023-12-04,3.0,-0.3,3.3,80,0.5
Veendam,Netherlands,2023-12-05,1.0,-0.3,3.4,89,0.23
Veendam,Netherlands,2023-12-06,4.1,0.4,1.8,91,0.23
Veendam,Netherlands,2023-12-07,3.4,-0.5,0.2,93,0.23
Veendam,Netherlands,2023-12-08,7.3,0.4,3.3,91,0.21
Veendam,Netherlands,2023-12-09,9.1,6.3,6.5,92,0.36
Veendam,Netherlands,2023-12-10,9.1,6.9,11.1,88,0.52
Veendam,Netherlands,2023-12-11,9.3,6.1,4.2,90,0.39
Veendam,Netherlands,2023-12-12,7.3,2.0,4.9,95,0.19
Veendam,Netherlands,2023-12-13,7.3,4.1,5.0,95,0.17
Veendam,Netherlands,2023-12-14,5.4,3.4,0.0,90,0.22
Veendam,Netherlands,2023-12-15,8.7,4.4,0.2,94,0.24
Veendam,Netherlands,2023-12-16,9.6,4.7,0.0,93,0.22
Veendam,Netherlands,2023-12-17,9.7,6.4,0.0,86,0.59
Veendam,Netherlands,2023-12-18,8.9,6.8,1.5,88,0.48
Veendam,Netherlands,2023-12-19,9.6,5.9,17.2,94,0.19
Veendam,Netherlands,2023-12-20,9.4,5.6,6.4,87,0.56
Veendam,Netherlands,2023-12-21,10.6,5.5,9.1,81,0.91
Veendam,Netherlands,2023-12-22,7.3,4.4,2.6,79,0.85
Veendam,Netherlands,2023-12-23,8.9,4.3,15.3,89,0.33
Veendam,Netherlands,2023-12-24,11.6,8.7,8.5,92,0.38
Veendam,Netherlands,2023-12-25,10.1,8.7,4.3,89,0.46
Veendam,Netherlands,2023-12-26,9.8,3.4,4.4,83,0.7
Veendam,Netherlands,2023-12-27,8.3,0.6,3.6,90,0.35
Veendam,Netherlands,2023-12-28,10.9,9.1,5.5,76,1.39
Veendam,Netherlands,2023-12-29,9.8,6.0,6.3,80,0.95
Veendam,Netherlands,2023-12-30,8.3,5.6,0.0,80,0.77
Veendam,Netherlands,2023-12-31,9.5,6.5,2.6,82,0.76
Veendam,Netherlands,2024-01-01,7.8,4.3,2.9,86,0.59
Veendam,Netherlands,2024-01-02,10.8,4.5,22.4,92,0.39
Veendam,Netherlands,2024-01-03,9.2,5.2,8.7,89,0.54
Veendam,Netherlands,2024-01-04,5.3,2.6,0.2,79,0.47
Veendam,Netherlands,2024-01-05,6.1,2.2,9.1,93,0.19
Veendam,Netherlands,2024-01-06,1.9,-0.1,1.5,89,0.27
Veendam,Netherlands,2024-01-07,0.8,-2.1,0.0,75,0.61
Veendam,Netherlands,2024-01-08,-0.3,-3.6,0.0,74,0.64
Veendam,Netherlands,2024-01-09,-1.2,-5.4,0.0,78,0.43
Veendam,Netherlands,2024-01-10,-0.9,-5.7,0.0,72,0.49
Veendam,Netherlands,2024-01-11,3.4,-6.4,0.0,89,0.22
Veendam,Netherlands,2024-01-12,5.8,-2.5,0.0,94,0.23
Veendam,Netherlands,2024-01-13,5.7,2.8,0.3,90,0.32
Veendam,Netherlands,2024-01-14,5.1,2.0,2.2,87,0.41
Veendam,Netherlands,2024-01-15,2.9,0.7,4.2,80,0.64
Veendam,Netherlands,2024-01-16,2.2,-1.6,0.6,78,0.59
Veendam,Netherlands,2024-01-17,0.1,-2.6,0.0,78,0.47
Veendam,Netherlands,2024-01-18,3.3,-3.0,0.0,80,0.44
Veendam,Netherlands,2024-01-19,4.8,-0.9,0.2,78,0.72
Veendam,Netherlands,2024-01-20,3.7,-1.2,0.0,79,0.61
Veendam,Netherlands,2024-01-21,5.9,-0.7,0.6,65,1.25
Veendam,Netherlands,2024-01-22,9.7,5.6,7.2,82,1.0
Veendam,Netherlands,2024-01-23,11.1,5.9,3.8,80,1.01
Veendam,Netherlands,2024-01-24,11.9,6.5,0.6,76,1.43
Veendam,Netherlands,2024-01-25,7.9,4.2,0.2,87,0.49
Veendam,Netherlands,2024-01-26,10.3,4.3,7.9,86,0.66
Veendam,Netherlands,2024-01-27,8.0,1.5,0.0,89,0.49
Veendam,Netherlands,2024-01-28,8.1,0.3,0.0,72,1.05
Veendam,Netherlands,2024-01-29,9.2,3.0,0.0,82,0.62
Veendam,Netherlands,2024-01-30,11.1,6.1,4.1,89,0.52
Veendam,Netherlands,2024-01-31,7.2,2.7,2.0,79,0.88
Veendam,Netherlands,2024-02-01,8.5,3.6,1.5,86,0.68
Veendam,Netherlands,2024-02-02,9.9,5.2,0.4,85,0.72
Veendam,Netherlands,2024-02-03,11.5,6.1,0.5,87,0.69
Veendam,Netherlands,2024-02-04,10.4,5.6,6.2,85,0.78
Veendam,Netherlands,2024-02-05,10.5,8.7,0.2,81,1.12
Veendam,Netherlands,2024-02-06,11.0,5.6,9.9,85,0.8
Veendam,Netherlands,2024-02-07,6.7,-0.4,0.5,77,0.88
Veendam,Netherlands,2024-02-08,4.3,-1.2,6.6,92,0.3
Veendam,Netherlands,2024-02-09,12.1,1.6,13.4,92,0.45
Veendam,Netherlands,2024-02-10,13.0,6.9,2.0,91,0.68
Veendam,Netherlands,2024-02-11,9.9,6.4,2.6,95,0.33
Veendam,Netherlands,2024-02-12,8.8,3.3,1.1,91,0.62
Veendam,Netherlands,2024-02-13,9.0,3.3,1.1,86,0.62
Veendam,Netherlands,2024-02-14,12.3,6.8,11.2,94,0.43
Veendam,Netherlands,2024-02-15,13.6,10.7,2.7,93,0.44
Veendam,Netherlands,2024-02-16,14.3,7.9,1.3,88,0.68
Veendam,Netherlands,2024-02-17,10.9,6.1,0.0,87,0.86
Veendam,Netherlands,2024-02-18,9.8,7.4,20.2,92,0.39
Veendam,Netherlands,2024-02-19,10.1,6.1,0.9,92,0.46
Veendam,Netherlands,2024-02-20,10.4,5.2,0.9,89,0.7
Veendam,Netherlands,2024-02-21,10.4,8.1,5.0,87,0.76
Veendam,Netherlands,2024-02-22,12.3,4.9,7.9,88,0.97
Veendam,Netherlands,2024-02-23,8.1,3.3,6.6,83,0.92
Veendam,Netherlands,2024-02-24,6.3,2.1,1.8,89,0.62
Veendam,Netherlands,2024-02-25,8.5,2.3,1.9,87,0.72
Veendam,Netherlands,2024-02-26,6.6,2.1,0.0,86,0.72
Veendam,Netherlands,2024-02-27,6.9,0.6,0.0,86,0.83
Veendam,Netherlands,2024-02-28,9.1,1.0,0.0,86,0.76
Veendam,Netherlands,2024-02-29,8.3,5.3,6.3,86,0.64
Veendam,Netherlands,2024-03-01,10.6,6.6,0.0,73,1.54
Veendam,Netherlands,2024-03-02,12.7,6.3,0.0,67,1.92
Veendam,Netherlands,2024-03-03,14.8,5.8,0.0,81,1.53
Veendam,Netherlands,2024-03-04,11.2,2.4,0.2,92,0.91
Veendam,Netherlands,2024-03-05,8.4,4.4,2.8,90,0.65
Veendam,Netherlands,2024-03-06,8.9,4.0,0.0,78,0.93
Veendam,Netherlands,2024-03-07,7.4,0.1,0.0,82,0.93
Veendam,Netherlands,2024-03-08,8.7,-0.2,0.0,71,1.73
Veendam,Netherlands,2024-03-09,10.4,1.2,0.0,73,1.73
Veendam,Netherlands,2024-03-10,12.1,2.7,0.0,79,1.63
Veendam,Netherlands,2024-03-11,10.1,5.7,2.0,88,0.61
Veendam,Netherlands,2024-03-12,9.1,4.8,0.1,92,0.51
Veendam,Netherlands,2024-03-13,12.4,4.9,0.1,87,0.81
Veendam,Netherlands,2024-03-14,16.1,8.5,0.0,79,1.72
Veendam,Netherlands,2024-03-15,14.6,9.6,2.6,82,1.55
Veendam,Netherlands,2024-03-16,10.1,2.6,0.6,79,1.5
Veendam,Netherlands,2024-03-17,11.5,2.4,1.3,78,1.36
Veendam,Netherlands,2024-03-18,12.0,4.7,2.9,86,0.84
Veendam,Netherlands,2024-03-19,15.2,5.4,0.3,84,1.4
Veendam,Netherlands,2024-03-20,13.8,7.5,1.5,87,1.0
Veendam,Netherlands,2024-03-21,11.1,7.2,1.5,82,1.39
Veendam,Netherlands,2024-03-22,10.6,5.8,2.3,89,0.63
Veendam,Netherlands,2024-03-23,7.9,4.0,3.1,78,1.57
Veendam,Netherlands,2024-03-24,7.3,4.4,9.2,87,0.86
Veendam,Netherlands,2024-03-25,9.7,3.4,0.9,79,1.6
Veendam,Netherlands,2024-03-26,13.5,3.6,0.0,67,2.43
Veendam,Netherlands,2024-03-27,12.8,6.2,1.2,81,1.23
Veendam,Netherlands,2024-03-28,10.9,6.0,3.4,84,1.21
Veendam,Netherlands,2024-03-29,13.1,8.0,0.8,71,2.09
Veendam,Netherlands,2024-03-30,17.7,6.8,3.3,85,1.71
Veendam,Netherlands,2024-03-31,14.3,5.7,3.3,87,1.42
Veendam,Netherlands,2024-04-01,11.0,7.2,6.7,91,0.69
Veendam,Netherlands,2024-04-02,12.6,6.7,0.7,82,1.76
Veendam,Netherlands,2024-04-03,12.6,7.1,7.3,90,0.93
Veendam,Netherlands,2024-04-04,13.2,7.9,10.5,88,1.12
Veendam,Netherlands,2024-04-05,15.7,10.1,11.8,83,1.7
Veendam,Netherlands,2024-04-06,24.0,10.7,0.0,70,3.54
Veendam,Netherlands,2024-04-07,19.1,13.3,0.7,64,3.6
Veendam,Netherlands,2024-04-08,17.6,11.0,3.2,84,1.79
Veendam,Netherlands,2024-04-09,14.0,9.5,0.2,75,2.13
Veendam,Netherlands,2024-04-10,13.4,8.2,0.5,68,2.76
Veendam,Netherlands,2024-04-11,15.6,10.3,3.6,80,1.53
Veendam,Netherlands,2024-04-12,17.0,12.4,0.0,79,2.42
Veendam,Netherlands,2024-04-13,20.7,10.8,0.4,72,3.05
Veendam,Netherlands,2024-04-14,13.1,6.4,0.3,68,2.7
Veendam,Netherlands,2024-04-15,11.6,4.2,11.2,82,1.48
Veendam,Netherlands,2024-04-16,10.0,4.3,2.9,81,1.43
Veendam,Netherlands,2024-04-17,9.8,2.5,3.2,76,2.01
Veendam,Netherlands,2024-04-18,10.5,1.5,2.1,74,2.12
Veendam,Netherlands,2024-04-19,10.1,5.8,11.4,82,1.65
Veendam,Netherlands,2024-04-20,10.4,3.0,6.6,79,1.9
Veendam,Netherlands,2024-04-21,9.7,2.2,2.2,73,2.33
Veendam,Netherlands,2024-04-22,8.4,1.0,0.9,67,2.5
Veendam,Netherlands,2024-04-23,10.1,0.2,0.9,73,2.0
Veendam,Netherlands,2024-04-24,8.8,3.3,5.8,79,1.87
Veendam,Netherlands,2024-04-25,8.5,3.2,7.5,82,1.76
Veendam,Netherlands,2024-04-26,10.9,3.2,0.7,77,2.17
Veendam,Netherlands,2024-04-27,15.5,2.9,9.0,83,2.21
Veendam,Netherlands,2024-04-28,18.2,8.2,0.6,69,3.41
Veendam,Netherlands,2024-04-29,18.1,6.6,0.0,71,3.32
Veendam,Netherlands,2024-04-30,22.2,12.3,0.7,77,3.27
Veendam,Netherlands,2024-05-01,24.7,13.2,0.0,75,4.33
Veendam,Netherlands,2024-05-02,24.2,14.7,0.8,69,4.52
Veendam,Netherlands,2024-05-03,16.7,9.7,0.7,82,1.69
Veendam,Netherlands,2024-05-04,17.8,8.0,1.6,76,2.66
Veendam,Netherlands,2024-05-05,13.7,6.8,11.3,86,1.66
Veendam,Netherlands,2024-05-06,17.6,5.3,0.0,80,3.4
Veendam,Netherlands,2024-05-07,16.6,8.7,0.3,84,3.06
Veendam,Netherlands,2024-05-08,15.7,7.7,0.4,84,2.3
Veendam,Netherlands,2024-05-09,17.5,7.5,0.0,84,2.6
Veendam,Netherlands,2024-05-10,19.4,7.5,0.0,84,3.31
Veendam,Netherlands,2024-05-11,19.4,9.8,0.0,77,3.89
Veendam,Netherlands,2024-05-12,21.5,10.6,0.0,68,4.59
Veendam,Netherlands,2024-05-13,25.0,13.4,0.0,66,4.84
Veendam,Netherlands,2024-05-14,25.3,14.9,0.0,54,6.11
Veendam,Netherlands,2024-05-15,24.7,15.6,0.0,51,5.98
Veendam,Netherlands,2024-05-16,22.5,14.1,6.4,67,4.24
Veendam,Netherlands,2024-05-17,23.0,13.0,1.8,72,4.07
Veendam,Netherlands,2024-05-18,21.8,13.9,0.2,64,4.25
Veendam,Netherlands,2024-05-19,20.7,12.6,2.1,71,4.39
Veendam,Netherlands,2024-05-20,20.2,13.1,6.8,84,2.83
Veendam,Netherlands,2024-05-21,23.0,13.3,1.9,79,3.97
Veendam,Netherlands,2024-05-22,17.9,14.2,2.9,80,1.88
Veendam,Netherlands,2024-05-23,19.2,12.2,1.0,77,3.16
Veendam,Netherlands,2024-05-24,21.2,10.0,0.3,76,3.84
Veendam,Netherlands,2024-05-25,20.3,12.3,6.8,82,2.84
Veendam,Netherlands,2024-05-26,22.5,11.4,3.9,79,3.71
Veendam,Netherlands,2024-05-27,18.6,12.2,4.2,76,3.27
Veendam,Netherlands,2024-05-28,18.0,11.4,7.9,78,3.44
Veendam,Netherlands,2024-05-29,17.8,11.2,12.7,86,2.38
Veendam,Netherlands,2024-05-30,18.4,10.8,2.6,82,3.29
Veendam,Netherlands,2024-05-31,18.2,10.0,1.7,87,2.66
Veendam,Netherlands,2024-06-01,20.1,14.4,0.6,86,2.9
Veendam,Netherlands,2024-06-02,16.6,12.6,0.0,75,3.05
Veendam,Netherlands,2024-06-03,16.7,12.1,0.6,78,1.98
Veendam,Netherlands,2024-06-04,18.9,12.8,7.4,82,2.59
Veendam,Netherlands,2024-06-05,15.3,9.2,3.0,69,3.81
Veendam,Netherlands,2024-06-06,15.4,7.6,0.3,73,2.79
Veendam,Netherlands,2024-06-07,16.8,6.8,0.0,74,3.39
Veendam,Netherlands,2024-06-08,17.3,9.0,1.0,75,3.06
Veendam,Netherlands,2024-06-09,15.4,8.3,0.4,74,2.96
Veendam,Netherlands,2024-06-10,12.9,9.7,33.3,89,0.92
Veendam,Netherlands,2024-06-11,13.8,9.2,5.9,78,2.68
Veendam,Netherlands,2024-06-12,13.3,8.3,1.9,78,2.55
Veendam,Netherlands,2024-06-13,16.6,7.8,1.1,76,2.26
Veendam,Netherlands,2024-06-14,17.5,12.2,6.1,78,2.44
Veendam,Netherlands,2024-06-15,17.3,12.6,11.2,78,3.13
Veendam,Netherlands,2024-06-16,17.5,11.9,7.9,82,2.93
