name,country,region,lat,lon,climate_zone,period_start,period_end,NDVI,EVI,SAVI,NDMI,pixel_count
Shakardara,Afghanistan,Kabul,34.65,69.03,highland_irrigated,2019-01-01,2019-01-17,0.09007236366184909,0.07020563829804294,0.07050636387201492,-0.10076305108754306,44
Kama,Afghanistan,Nangarhar,34.42,70.55,lowland_irrigated,2019-01-01,2019-01-17,0.4164669420690695,0.234298187804281,0.22277963596732958,0.05492320876041433,47
Dawlatabad,Afghanistan,Balkh,36.85,66.85,plains_irrigated,2019-01-01,2019-01-17,0.26902621204229055,0.05888342284629175,0.07134851825644382,-0.10220843981786694,34
Injil,Afghanistan,Herat,34.28,62.15,plains_irrigated,2019-01-01,2019-01-17,0.180140435142827,0.10476360740617587,0.11156148107445467,-0.0006593970773407106,47
Arghandab,Afghanistan,Kandahar,31.72,65.65,arid_irrigated,2019-01-01,2019-01-17,0.09291897358080013,0.07512930270902249,0.07569491924444695,-0.05593445111315581,47
Khanabad,Afghanistan,Kunduz,36.65,68.95,plains_irrigated,2019-01-01,2019-01-17,0.1000041171712399,0.0501066006900654,0.048237590112581184,-0.08979428803479958,44
NadAli,Afghanistan,Helmand,31.55,64.25,arid_irrigated,2019-01-01,2019-01-17,0.10243098196253853,0.08240050923455766,0.08401456831316542,-0.07705725584457172,46
GhazniCity,Afghanistan,Ghazni,33.55,68.42,highland_rainfed,2019-01-01,2019-01-17,0.10517670586438557,0.08638400348758851,0.07571968597039996,0.028015429907888585,46
Maimana,Afghanistan,Faryab,35.92,64.78,plains_rainfed,2019-01-01,2019-01-17,0.21224947216791296,0.10124282129877606,0.10631912186132754,-0.0401647122956948,43
Chaghcharan,Afghanistan,Ghor,34.52,65.25,highland_rainfed,2019-01-01,2019-01-17,-0.5585146521910643,-0.06269726549155799,-0.0843506502652427,-0.7115911948375213,2
Zaranj,Afghanistan,Nimroz,31,61.87,arid_irrigated,2019-01-01,2019-01-17,0.11877847183025733,0.09968940984171493,0.0982067814410439,-0.054058196371373324,46
Dronten,Netherlands,Flevoland,52.53,5.72,temperate_arable,2019-01-01,2019-01-17,0.19683135828925394,0.0784706454624018,0.06580343963326739,0.11320682706661615,63
Veendam,Netherlands,Groningen,53.1,6.87,temperate_arable,2019-01-01,2019-01-17,0.236372083035695,0.15436153235648198,0.11518559329336016,0.09533703936510542,62
Sneek,Netherlands,Friesland,53.03,5.65,temperate_dairy_pasture,2019-01-01,2019-01-17,0.3785766135337032,0.21235986100535795,0.17367087971167183,0.10447004209053337,55
Goes,Netherlands,Zeeland,51.5,3.9,temperate_arable,2019-01-01,2019-01-17,0.13491731490354353,0.06416150033111542,0.0655990915573877,0.00893091884522181,27
Uden,Netherlands,Noord-Brabant,51.66,5.62,temperate_dairy_pasture,2019-01-01,2019-01-17,0.1997780635520389,0.1584024136054893,0.10722919967593182,0.13775186696525482,58
Tiel,Netherlands,Gelderland,51.9,5.6,temperate_horticulture,2019-01-01,2019-01-17,-0.42583922265125046,-0.09522309932738496,-0.09789113985549554,0.25192178084880623,60
Almelo,Netherlands,Overijssel,52.35,6.6,temperate_dairy_pasture,2019-01-01,2019-01-17,0.9456045952204566,0.3876153956394032,0.388504399092994,0.5063394030173346,62
Wieringermeer,Netherlands,Noord-Holland,52.85,5,temperate_arable,2019-01-01,2019-01-17,0.06657565407034371,0.03244503860356981,0.02757579033228945,0.03115044276417803,18
Emmen,Netherlands,Drenthe,52.75,6.85,temperate_arable,2019-01-01,2019-01-17,0.13839735583153692,0.14122236501770374,0.07864995140934983,0.27036337804280197,28
Alblasserdam,Netherlands,Zuid-Holland,51.87,4.67,temperate_dairy_pasture,2019-01-01,2019-01-17,0.2308135491421842,0.17854774160703082,0.11564651080425332,0.20062790662591778,7
Ashburton,New Zealand,Canterbury,-43.9,171.75,maritime_arable,2019-01-01,2019-01-17,0.8745272380205664,0.4114322306490195,0.4168877466995269,0.2995875544535618,53
Hamilton,New Zealand,Waikato,-37.78,175.28,maritime_dairy_pasture,2019-01-01,2019-01-17,0.5844181509969386,0.3886268945637288,0.3441773275333353,0.2382271983405588,40
Gore,New Zealand,Southland,-46.1,168.95,maritime_dairy_pasture,2019-01-01,2019-01-17,0.21682846406390285,0.22599427935602218,0.19041725577706417,0.2842611584186017,37
PalmerstonN,New Zealand,Manawatu,-40.35,175.61,maritime_dairy_pasture,2019-01-01,2019-01-17,0.40890998486106284,0.3171320642979789,0.26941200198886384,0.06619553834014236,47
Hastings,New Zealand,HawkesBay,-39.64,176.84,maritime_horticulture,2019-01-01,2019-01-17,0.08913823932737824,0.05615169774679533,0.05060667846988202,-0.08906756259585336,45
Balclutha,New Zealand,Otago,-46.23,169.75,maritime_arable,2019-01-01,2019-01-17,0.398197868066414,0.31141595507444897,0.25485310730201877,0.04522395112166856,52
TePuke,New Zealand,BayOfPlenty,-37.78,176.32,maritime_horticulture,2019-01-01,2019-01-17,0.5162881708560281,0.39303594966700384,0.3310019009784133,0.12758527388252736,51
Stratford,New Zealand,Taranaki,-39.34,174.28,maritime_dairy_pasture,2019-01-01,2019-01-17,0.5765593102669045,0.44215708058877196,0.406124120100259,0.11752461167896744,50
Blenheim,New Zealand,Marlborough,-41.51,173.96,maritime_horticulture,2019-01-01,2019-01-17,0.28016812953250037,0.1891850612226361,0.17539690281226117,-0.017717444180394358,51
Masterton,New Zealand,Wairarapa,-40.96,175.66,maritime_arable,2019-01-01,2019-01-17,0.5555305291218317,0.39141015899545173,0.34861525936366233,0.1045999565756327,51
Kerikeri,New Zealand,Northland,-35.22,173.95,maritime_horticulture,2019-01-01,2019-01-17,0.8308123129832763,0.4700695933037494,0.43962550929446986,0.5102587845381144,47
Motueka,New Zealand,Tasman,-41.11,173,maritime_horticulture,2019-01-01,2019-01-17,0.8397258376561384,0.58089424826647,0.5312677139291896,0.3057937526218665,51
Kama,Afghanistan,Nangarhar,34.42,70.55,lowland_irrigated,2019-01-17,2019-02-02,0.4914219862718516,0.23106901038608413,0.2467400633934584,0.0380307456164135,33
Dawlatabad,Afghanistan,Balkh,36.85,66.85,plains_irrigated,2019-01-17,2019-02-02,0.10021736855071903,0.07144146462259308,0.0704816290455886,-0.10677697431694055,50
Injil,Afghanistan,Herat,34.28,62.15,plains_irrigated,2019-01-17,2019-02-02,0.18476329797333158,0.11260172878947904,0.1162497708359026,0.026254265335524746,47
Arghandab,Afghanistan,Kandahar,31.72,65.65,arid_irrigated,2019-01-17,2019-02-02,0.11090846483595335,0.08747420158728574,0.08980352772525185,-0.03416382440320393,47
Khanabad,Afghanistan,Kunduz,36.65,68.95,plains_irrigated,2019-01-17,2019-02-02,0.1605348639012643,0.08419003420635698,0.09080308629008288,-0.09517073739159237,44
Faizabad,Afghanistan,Badakhshan,37.1,70.55,highland_rainfed,2019-01-17,2019-02-02,0.09326203408865892,0.07674804406282794,0.05778345139997,-0.009615683314696335,49
NadAli,Afghanistan,Helmand,31.55,64.25,arid_irrigated,2019-01-17,2019-02-02,0.11454581312190243,0.09470720464423435,0.09618000091074022,-0.06976830061336063,46
GhazniCity,Afghanistan,Ghazni,33.55,68.42,highland_rainfed,2019-01-17,2019-02-02,0.10604411143940383,0.09222596668220065,0.07717579417429683,-0.03744025384493332,46
Maimana,Afghanistan,Faryab,35.92,64.78,plains_rainfed,2019-01-17,2019-02-02,0.17873647702300036,0.10646378052442225,0.10114439004096787,-0.02868175035396748,48
Chaghcharan,Afghanistan,Ghor,34.52,65.25,highland_rainfed,2019-01-17,2019-02-02,0.04732619080862146,0.07289134998182416,0.042836702445707635,0.3282786096535736,22
Zaranj,Afghanistan,Nimroz,31,61.87,arid_irrigated,2019-01-17,2019-02-02,0.10477254999010532,0.08878497943525634,0.08713675257408433,-0.07343155884839071,46
Dronten,Netherlands,Flevoland,52.53,5.72,temperate_arable,2019-01-17,2019-02-02,0.36840599877150537,0.2074280178263893,0.19463287514392133,0.13125185258870858,41
Veendam,Netherlands,Groningen,53.1,6.87,temperate_arable,2019-01-17,2019-02-02,0.29775074368989224,0.2995139577892948,0.18909849955745872,0.12028008460195622,18
Sneek,Netherlands,Friesland,53.03,5.65,temperate_dairy_pasture,2019-01-17,2019-02-02,0.6177990775019224,0.31335333323398457,0.3085055879634232,0.1523435046099341,34
Goes,Netherlands,Zeeland,51.5,3.9,temperate_arable,2019-01-17,2019-02-02,0.13752332326343591,0.0797009099716794,0.07485959885766291,0.03944719924298954,60
Uden,Netherlands,Noord-Brabant,51.66,5.62,temperate_dairy_pasture,2019-01-17,2019-02-02,0.5922698406333918,0.3120581799446687,0.30320221533850933,0.23690367711053625,42
Tiel,Netherlands,Gelderland,51.9,5.6,temperate_horticulture,2019-01-17,2019-02-02,-0.45049294625497305,-0.09083803673997871,-0.09992666116346889,0.7488133302766293,60
Almelo,Netherlands,Overijssel,52.35,6.6,temperate_dairy_pasture,2019-01-17,2019-02-02,0.8395105944002332,0.7451527037820879,0.6211084041078649,0.6034189554926467,62
Venlo,Netherlands,Limburg,51.37,6.17,temperate_horticulture,2019-01-17,2019-02-02,0.17170867021643496,0.04704171093543328,0.04869589999772715,-0.13230673908550386,58
Wieringermeer,Netherlands,Noord-Holland,52.85,5,temperate_arable,2019-01-17,2019-02-02,0.13832642760207045,0.07805101711366565,0.07258051250712652,0.2549148160726466,3
Emmen,Netherlands,Drenthe,52.75,6.85,temperate_arable,2019-01-17,2019-02-02,0.7378122138898163,0.7769488541121439,0.5761009126400464,0.6061907334870594,59
Bunnik,Netherlands,Utrecht,52.05,5.2,temperate_dairy_pasture,2019-01-17,2019-02-02,0.8017655305620888,0.5853314225092096,0.5117673665851832,0.5099675416289158,56
Alblasserdam,Netherlands,Zuid-Holland,51.87,4.67,temperate_dairy_pasture,2019-01-17,2019-02-02,0.29515239057115317,0.1873977055538638,0.14753364936674918,0.09106173651738235,36
Ashburton,New Zealand,Canterbury,-43.9,171.75,maritime_arable,2019-01-17,2019-02-02,0.7863958398940322,0.4024174927068092,0.388717791045647,0.30774829947921234,53
Hamilton,New Zealand,Waikato,-37.78,175.28,maritime_dairy_pasture,2019-01-17,2019-02-02,0.5521636106750563,0.3522436134202631,0.32103836110543554,0.22385298399359915,34
PalmerstonN,New Zealand,Manawatu,-40.35,175.61,maritime_dairy_pasture,2019-01-17,2019-02-02,0.25929972444160454,0.19113700868474862,0.13479367041352097,0.07820396456259247,37
Hastings,New Zealand,HawkesBay,-39.64,176.84,maritime_horticulture,2019-01-17,2019-02-02,0.07434186859965662,0.05011246154292697,0.04263836928587984,-0.07353217105061871,49
Balclutha,New Zealand,Otago,-46.23,169.75,maritime_arable,2019-01-17,2019-02-02,0.39164991042208536,0.29251488573505924,0.23884883012052432,0.06910223310011034,52
TePuke,New Zealand,BayOfPlenty,-37.78,176.32,maritime_horticulture,2019-01-17,2019-02-02,0.4729832859117714,0.34695230123834264,0.30343378171971813,0.1012334812428802,51
Stratford,New Zealand,Taranaki,-39.34,174.28,maritime_dairy_pasture,2019-01-17,2019-02-02,0.4895484615204171,0.3422837088941356,0.32398299949912535,0.039042697047210535,50
Blenheim,New Zealand,Marlborough,-41.51,173.96,maritime_horticulture,2019-01-17,2019-02-02,0.26927017673743725,0.17201700087124575,0.16381188001772723,-0.03119895410994613,51
Masterton,New Zealand,Wairarapa,-40.96,175.66,maritime_arable,2019-01-17,2019-02-02,0.5064749283547899,0.331719411042971,0.30713989975083344,0.045425880465150406,51
Kerikeri,New Zealand,Northland,-35.22,173.95,maritime_horticulture,2019-01-17,2019-02-02,0.8815533141622612,0.5601115298073146,0.5314146337765532,0.5342311118644124,47
Motueka,New Zealand,Tasman,-41.11,173,maritime_horticulture,2019-01-17,2019-02-02,0.815098793712399,0.6092881878846799,0.5550950602919797,0.3486866407826804,51
Kama,Afghanistan,Nangarhar,34.42,70.55,lowland_irrigated,2019-02-02,2019-02-18,0.4413522283150072,0.237395916308626,0.22820187895076122,0.04213447039110532,47
Injil,Afghanistan,Herat,34.28,62.15,plains_irrigated,2019-02-02,2019-02-18,0.22952009826926167,0.14084112621487105,0.14519633625013917,0.08853146713572005,47
Arghandab,Afghanistan,Kandahar,31.72,65.65,arid_irrigated,2019-02-02,2019-02-18,0.12297016146340067,0.08789464223812911,0.09043079642653816,0.028222550631832308,47
Khanabad,Afghanistan,Kunduz,36.65,68.95,plains_irrigated,2019-02-02,2019-02-18,0.2230556594583092,0.09940112193707606,0.11040872776081857,-0.08067386958868707,44
Faizabad,Afghanistan,Badakhshan,37.1,70.55,highland_rainfed,2019-02-02,2019-02-18,0.0979942114979785,0.082335174326006,0.0638098671316344,0.03353433312142656,49
NadAli,Afghanistan,Helmand,31.55,64.25,arid_irrigated,2019-02-02,2019-02-18,0.10697102456662196,0.07802246758704261,0.08289431099882742,-0.046803707824269354,46
Maimana,Afghanistan,Faryab,35.92,64.78,plains_rainfed,2019-02-02,2019-02-18,0.22794329356791224,0.11465231414288683,0.11848436055574696,-0.05200970933839824,45
Chaghcharan,Afghanistan,Ghor,34.52,65.25,highland_rainfed,2019-02-02,2019-02-18,0.12168624960898267,0.06735886700934791,0.09006323117065364,-0.037434391385405906,35
Zaranj,Afghanistan,Nimroz,31,61.87,arid_irrigated,2019-02-02,2019-02-18,0.11653874168202472,0.09895123131456898,0.09877140427078315,-0.05743911549157104,46
Dronten,Netherlands,Flevoland,52.53,5.72,temperate_arable,2019-02-02,2019-02-18,0.2535706513228903,0.14848548895870334,0.1421196407399762,-0.010116743206285242,63
Veendam,Netherlands,Groningen,53.1,6.87,temperate_arable,2019-02-02,2019-02-18,0.5013410412790418,0.1971793522214596,0.20810880297641654,-0.004726053724469041,62
Sneek,Netherlands,Friesland,53.03,5.65,temperate_dairy_pasture,2019-02-02,2019-02-18,0.47557946440570736,0.20961005634679192,0.21822662375792037,-0.029510265934235336,64
Goes,Netherlands,Zeeland,51.5,3.9,temperate_arable,2019-02-02,2019-02-18,0.12850495176600352,0.0697277180342052,0.06894962848285897,-0.07258390253902657,62
Uden,Netherlands,Noord-Brabant,51.66,5.62,temperate_dairy_pasture,2019-02-02,2019-02-18,0.44878434127450606,0.24315429225110335,0.2185591262074117,0.011014234831940481,62
Tiel,Netherlands,Gelderland,51.9,5.6,temperate_horticulture,2019-02-02,2019-02-18,-0.4279053921488384,-0.08757349105061972,-0.09999727362119543,0.4408663578687794,60
Almelo,Netherlands,Overijssel,52.35,6.6,temperate_dairy_pasture,2019-02-02,2019-02-18,0.8771017074993211,0.7162558651722932,0.6565839280162272,0.38580494894046496,62
Venlo,Netherlands,Limburg,51.37,6.17,temperate_horticulture,2019-02-02,2019-02-18,0.225553319273805,0.051336658888757276,0.058206649443375065,-0.19539104060059123,58
Wieringermeer,Netherlands,Noord-Holland,52.85,5,temperate_arable,2019-02-02,2019-02-18,0.17810700912645916,0.09354032170355427,0.09696294980744215,-0.055137784428271816,62
Emmen,Netherlands,Drenthe,52.75,6.85,temperate_arable,2019-02-02,2019-02-18,0.7997560503020221,0.5989369432849988,0.5333629072459936,0.37354437912947597,59
Bunnik,Netherlands,Utrecht,52.05,5.2,temperate_dairy_pasture,2019-02-02,2019-02-18,0.8014610803677741,0.5694182358634544,0.5260033509545762,0.3276180656450955,56
Alblasserdam,Netherlands,Zuid-Holland,51.87,4.67,temperate_dairy_pasture,2019-02-02,2019-02-18,0.3140316940257754,0.1416550285229134,0.14049487136598465,0.0023454454652447458,58
Ashburton,New Zealand,Canterbury,-43.9,171.75,maritime_arable,2019-02-02,2019-02-18,0.7995507776701114,0.3635758361683132,0.3699566458831678,0.2938040907228141,53
Hamilton,New Zealand,Waikato,-37.78,175.28,maritime_dairy_pasture,2019-02-02,2019-02-18,0.5574598879679341,0.27908903760652487,0.2631947183224135,0.15865207706720558,47
Gore,New Zealand,Southland,-46.1,168.95,maritime_dairy_pasture,2019-02-02,2019-02-18,0.33301395783171994,0.2119707337345258,0.20053663994013735,0.17489006162320292,54
PalmerstonN,New Zealand,Manawatu,-40.35,175.61,maritime_dairy_pasture,2019-02-02,2019-02-18,0.33292252774228287,0.2235563002945893,0.20152621916734634,-0.022605183270664245,48
Hastings,New Zealand,HawkesBay,-39.64,176.84,maritime_horticulture,2019-02-02,2019-02-18,0.06723134082835382,0.037091628155045124,0.03510006916297625,-0.07250300084539656,47
Balclutha,New Zealand,Otago,-46.23,169.75,maritime_arable,2019-02-02,2019-02-18,0.3972055094056698,0.27390664098279954,0.23361131911215186,0.05641143990961688,52
TePuke,New Zealand,BayOfPlenty,-37.78,176.32,maritime_horticulture,2019-02-02,2019-02-18,0.440904755549149,0.3106620582341943,0.2733166909429931,0.08908835908936034,51
Stratford,New Zealand,Taranaki,-39.34,174.28,maritime_dairy_pasture,2019-02-02,2019-02-18,0.36712717290342695,0.2603290188065332,0.24359495037615966,-0.06485048501709693,50
Blenheim,New Zealand,Marlborough,-41.51,173.96,maritime_horticulture,2019-02-02,2019-02-18,0.16177518160732043,0.10078530135942237,0.09540447650449653,-0.07997620260253624,51
Masterton,New Zealand,Wairarapa,-40.96,175.66,maritime_arable,2019-02-02,2019-02-18,0.46718142910506366,0.2845321564137704,0.27587845916282283,0.0239619580667976,51
Kerikeri,New Zealand,Northland,-35.22,173.95,maritime_horticulture,2019-02-02,2019-02-18,0.8264845317372909,0.5575392567528829,0.5019584599655356,0.541260016488505,47
Motueka,New Zealand,Tasman,-41.11,173,maritime_horticulture,2019-02-02,2019-02-18,0.6062399096741324,0.5859270021082115,0.4338283863701542,0.2592905425327282,51
Kama,Afghanistan,Nangarhar,34.42,70.55,lowland_irrigated,2019-02-18,2019-03-06,0.46954395162338636,0.23622564534734922,0.24264043659595855,0.04603661957334244,47
Dawlatabad,Afghanistan,Balkh,36.85,66.85,plains_irrigated,2019-02-18,2019-03-06,0.1244411296361666,0.06386299435894252,0.06834118448700283,-0.12106928182097028,50
Injil,Afghanistan,Herat,34.28,62.15,plains_irrigated,2019-02-18,2019-03-06,0.2608311853251574,0.18017466240842545,0.17914148768645238,0.08763692139056378,47
Arghandab,Afghanistan,Kandahar,31.72,65.65,arid_irrigated,2019-02-18,2019-03-06,0.15034692885693562,0.11320154029056466,0.1128755785097697,-0.03806890424836203,47
Khanabad,Afghanistan,Kunduz,36.65,68.95,plains_irrigated,2019-02-18,2019-03-06,0.17094927327037399,0.10972052506852299,0.10706983429768806,-0.06948496994358092,44
Faizabad,Afghanistan,Badakhshan,37.1,70.55,highland_rainfed,2019-02-18,2019-03-06,0.12758540223488718,0.07912032237436017,0.07335635177051474,-0.013281173583528703,49
NadAli,Afghanistan,Helmand,31.55,64.25,arid_irrigated,2019-02-18,2019-03-06,0.10223127557537451,0.07344803771328734,0.07850246827917345,-0.07016440102591444,46
Maimana,Afghanistan,Faryab,35.92,64.78,plains_rainfed,2019-02-18,2019-03-06,0.23761428229513323,0.13315309708966472,0.12958934180165269,-0.017945288692132723,48
Chaghcharan,Afghanistan,Ghor,34.52,65.25,highland_rainfed,2019-02-18,2019-03-06,0.05181096170520078,0.04537447359608875,0.04108343055915547,0.0399561404058479,44
Zaranj,Afghanistan,Nimroz,31,61.87,arid_irrigated,2019-02-18,2019-03-06,0.11796013561561541,0.10685309425462226,0.10059753001914762,-0.0450290325390107,46
Dronten,Netherlands,Flevoland,52.53,5.72,temperate_arable,2019-02-18,2019-03-06,0.22972926094492302,0.13796430595049258,0.12773268602558693,-0.042381005932102554,63
Veendam,Netherlands,Groningen,53.1,6.87,temperate_arable,2019-02-18,2019-03-06,0.47167949561746664,0.2082693569592495,0.21546665197002135,-0.02230237465125354,62
Sneek,Netherlands,Friesland,53.03,5.65,temperate_dairy_pasture,2019-02-18,2019-03-06,0.4232957733718645,0.22570615761478588,0.21419653873842429,-0.0076252546113937236,64
Goes,Netherlands,Zeeland,51.5,3.9,temperate_arable,2019-02-18,2019-03-06,0.11874811388803776,0.059737397390925165,0.05390022063443985,-0.08070835835285187,62
Uden,Netherlands,Noord-Brabant,51.66,5.62,temperate_dairy_pasture,2019-02-18,2019-03-06,0.4718982998153213,0.21813298552388533,0.21814556070052463,-0.01948390051501147,62
Tiel,Netherlands,Gelderland,51.9,5.6,temperate_horticulture,2019-02-18,2019-03-06,-0.606165861710745,-0.07234323024431687,-0.07650770482789018,0.18110839651597446,60
Almelo,Netherlands,Overijssel,52.35,6.6,temperate_dairy_pasture,2019-02-18,2019-03-06,0.8080131728151074,0.6337656785117676,0.5805229261706462,0.295510844501016,62
Venlo,Netherlands,Limburg,51.37,6.17,temperate_horticulture,2019-02-18,2019-03-06,0.19638725511805288,0.0567099072522517,0.06197570804384352,-0.21062738160759434,58
Wieringermeer,Netherlands,Noord-Holland,52.85,5,temperate_arable,2019-02-18,2019-03-06,0.16703749566743367,0.12333957775493018,0.11268354572065385,-0.08526965072005863,62
Emmen,Netherlands,Drenthe,52.75,6.85,temperate_arable,2019-02-18,2019-03-06,0.7633712212376145,0.5639132436893767,0.5027147891205064,0.3246438176058374,59
Bunnik,Netherlands,Utrecht,52.05,5.2,temperate_dairy_pasture,2019-02-18,2019-03-06,0.7732263048000373,0.5434255822011577,0.5064181932612953,0.27105611600854707,56
Alblasserdam,Netherlands,Zuid-Holland,51.87,4.67,temperate_dairy_pasture,2019-02-18,2019-03-06,0.2905601598141989,0.14355748222524897,0.13717469570558416,-0.03206040781625167,58
Ashburton,New Zealand,Canterbury,-43.9,171.75,maritime_arable,2019-02-18,2019-03-06,0.7393408220373403,0.34249388949592313,0.33382016573003104,0.29853127174225724,53
Hamilton,New Zealand,Waikato,-37.78,175.28,maritime_dairy_pasture,2019-02-18,2019-03-06,0.5666648684816756,0.2781867835240005,0.2655504569386526,0.1608924028548636,48
Gore,New Zealand,Southland,-46.1,168.95,maritime_dairy_pasture,2019-02-18,2019-03-06,0.4871926198624765,0.27348961486816903,0.26455956949329945,0.18009262539964618,35
PalmerstonN,New Zealand,Manawatu,-40.35,175.61,maritime_dairy_pasture,2019-02-18,2019-03-06,0.3584500938038274,0.2248442816247834,0.20684719147735245,-0.010292514516246798,48
Hastings,New Zealand,HawkesBay,-39.64,176.84,maritime_horticulture,2019-02-18,2019-03-06,0.10668151351337436,0.06643330032917669,0.05791727513127458,-0.04720244357209011,49
Balclutha,New Zealand,Otago,-46.23,169.75,maritime_arable,2019-02-18,2019-03-06,0.4222228826593984,0.268415422268932,0.24117438880369094,0.06620155045895601,52
TePuke,New Zealand,BayOfPlenty,-37.78,176.32,maritime_horticulture,2019-02-18,2019-03-06,0.4478104817828998,0.2918350683563288,0.2634864925647395,0.07671170136800813,51
Stratford,New Zealand,Taranaki,-39.34,174.28,maritime_dairy_pasture,2019-02-18,2019-03-06,0.3554122657934763,0.23073917303237734,0.2287436279638869,-0.06923723529087816,50
Blenheim,New Zealand,Marlborough,-41.51,173.96,maritime_horticulture,2019-02-18,2019-03-06,0.13261695732901577,0.07966199391537333,0.07326184871363738,-0.06471859177026024,51
Masterton,New Zealand,Wairarapa,-40.96,175.66,maritime_arable,2019-02-18,2019-03-06,0.4552518934273604,0.28298017768968275,0.2665490584447481,0.038540908942583774,51
Kerikeri,New Zealand,Northland,-35.22,173.95,maritime_horticulture,2019-02-18,2019-03-06,0.8808478691202379,0.5290877702536152,0.5049089998601467,0.547703551295667,47
Motueka,New Zealand,Tasman,-41.11,173,maritime_horticulture,2019-02-18,2019-03-06,0.8390842315203892,0.5869171833541803,0.5423046527350689,0.37762970133512797,51
Kama,Afghanistan,Nangarhar,34.42,70.55,lowland_irrigated,2019-03-06,2019-03-22,0.43118472324991697,0.2593995684225401,0.2492583512838007,0.06567394679478553,47
Dawlatabad,Afghanistan,Balkh,36.85,66.85,plains_irrigated,2019-03-06,2019-03-22,0.07991682643679437,0.0615645517024606,0.06084788296805468,-0.08601703338410298,50
Injil,Afghanistan,Herat,34.28,62.15,plains_irrigated,2019-03-06,2019-03-22,0.30983813868975496,0.23523737348968443,0.2247288645899687,0.122624475890556,47
Arghandab,Afghanistan,Kandahar,31.72,65.65,arid_irrigated,2019-03-06,2019-03-22,0.20425443396641746,0.16477805697551282,0.15922321009976736,-0.004029691644992863,47
Khanabad,Afghanistan,Kunduz,36.65,68.95,plains_irrigated,2019-03-06,2019-03-22,0.20864639695392076,0.19669637010301436,0.1836658763542827,-0.05186785472952259,44
Faizabad,Afghanistan,Badakhshan,37.1,70.55,highland_rainfed,2019-03-06,2019-03-22,0.16640268648685816,0.10585810452379221,0.10206365955619075,-0.09785985578257989,49
NadAli,Afghanistan,Helmand,31.55,64.25,arid_irrigated,2019-03-06,2019-03-22,0.12176044977956746,0.10494003153808984,0.09758075032497776,-0.049887690722608756,46
GhazniCity,Afghanistan,Ghazni,33.55,68.42,highland_rainfed,2019-03-06,2019-03-22,0.05338333903802118,0.0505979086474,0.04018019173778534,-0.014118748765556428,17
Maimana,Afghanistan,Faryab,35.92,64.78,plains_rainfed,2019-03-06,2019-03-22,0.23173962865303926,0.15817447866155632,0.14658784548773038,-0.02045949970559196,48
Chaghcharan,Afghanistan,Ghor,34.52,65.25,highland_rainfed,2019-03-06,2019-03-22,0.03855625994309494,0.045029824309170324,0.03242981337878394,0.2935117958387417,25
Zaranj,Afghanistan,Nimroz,31,61.87,arid_irrigated,2019-03-06,2019-03-22,0.10767108323471074,0.09795243092158379,0.09380721639861928,-0.049614049334880714,46
Dronten,Netherlands,Flevoland,52.53,5.72,temperate_arable,2019-03-06,2019-03-22,0.2171676356985932,0.19151917048587183,0.13932569986182222,0.0836032130889814,63
Veendam,Netherlands,Groningen,53.1,6.87,temperate_arable,2019-03-06,2019-03-22,0.39021236656934194,0.3243333868614722,0.2473944285973866,0.03173014810200191,58
Sneek,Netherlands,Friesland,53.03,5.65,temperate_dairy_pasture,2019-03-06,2019-03-22,0.4960646584289895,0.27822080559209017,0.2646006892418569,0.0336467104972665,64
Goes,Netherlands,Zeeland,51.5,3.9,temperate_arable,2019-03-06,2019-03-22,0.15880333648314363,0.132016419680143,0.08330312970571702,0.02817141786874458,37
Uden,Netherlands,Noord-Brabant,51.66,5.62,temperate_dairy_pasture,2019-03-06,2019-03-22,0.48010527542384546,0.29438421002137916,0.2590593378503985,0.12177717099239845,47
Tiel,Netherlands,Gelderland,51.9,5.6,temperate_horticulture,2019-03-06,2019-03-22,-0.3448677549044752,-0.08122344795809443,-0.08555534477426785,0.5186298237115591,60
Almelo,Netherlands,Overijssel,52.35,6.6,temperate_dairy_pasture,2019-03-06,2019-03-22,0.8853961667326624,0.7424866971853712,0.6478389932082467,0.40840509976324146,62
Venlo,Netherlands,Limburg,51.37,6.17,temperate_horticulture,2019-03-06,2019-03-22,0.14492298565481018,0.05866854571108329,0.06379634375712324,-0.14107097094149693,4
Wieringermeer,Netherlands,Noord-Holland,52.85,5,temperate_arable,2019-03-06,2019-03-22,0.11662294727650735,0.09831429965416975,0.06526749572366629,0.05682762109916482,29
Emmen,Netherlands,Drenthe,52.75,6.85,temperate_arable,2019-03-06,2019-03-22,0.6247946792993281,0.4906242388454003,0.3182714306334138,0.3738318986566874,49
Bunnik,Netherlands,Utrecht,52.05,5.2,temperate_dairy_pasture,2019-03-06,2019-03-22,0.2190522936951251,0.2892315642509918,0.18316736720530313,0.05622249830792271,19
Alblasserdam,Netherlands,Zuid-Holland,51.87,4.67,temperate_dairy_pasture,2019-03-06,2019-03-22,0.22308988365966764,0.15558188671377293,0.12300700116111961,-0.012529422905941907,58
Ashburton,New Zealand,Canterbury,-43.9,171.75,maritime_arable,2019-03-06,2019-03-22,0.7871038381650142,0.3487515025958803,0.350919487252633,0.30477555189394767,52
Hamilton,New Zealand,Waikato,-37.78,175.28,maritime_dairy_pasture,2019-03-06,2019-03-22,0.5247298482957702,0.25241596706167135,0.24075389756206672,0.1971379855759238,48
